location,age_group,forecast_date,target_end_date,target,type,quantile,value,pathogen
DE-BB,00+,2024-01-18,2024-01-14,-4 day ahead inc hosp,quantile,0.75,115.4375,COVID-19
DE-BB,00+,2024-01-18,2024-01-13,-5 day ahead inc hosp,quantile,0.75,115.928571428571,COVID-19
DE-BB,00+,2024-01-18,2024-01-12,-6 day ahead inc hosp,quantile,0.75,134.352941176471,COVID-19
DE-BB,00+,2024-01-18,2024-01-11,-7 day ahead inc hosp,quantile,0.75,150.36,COVID-19
DE-BB,00+,2024-01-18,2024-01-10,-8 day ahead inc hosp,quantile,0.75,184.36,COVID-19
DE-BB,00+,2024-01-18,2024-01-09,-9 day ahead inc hosp,quantile,0.75,279.16,COVID-19
DE-BB,00+,2024-01-18,2024-01-08,-10 day ahead inc hosp,quantile,0.75,241.25,COVID-19
DE-BB,00+,2024-01-18,2024-01-07,-11 day ahead inc hosp,quantile,0.75,240.333333333333,COVID-19
DE-BB,00+,2024-01-18,2024-01-06,-12 day ahead inc hosp,quantile,0.75,239,COVID-19
DE-BB,00+,2024-01-18,2024-01-05,-13 day ahead inc hosp,quantile,0.75,247.7,COVID-19
DE-BB,00+,2024-01-18,2024-01-04,-14 day ahead inc hosp,quantile,0.75,270,COVID-19
DE-BB,00+,2024-01-18,2024-01-03,-15 day ahead inc hosp,quantile,0.75,368.428571428571,COVID-19
DE-BB,00+,2024-01-18,2024-01-02,-16 day ahead inc hosp,quantile,0.75,244.1,COVID-19
DE-BB,00+,2024-01-18,2024-01-01,-17 day ahead inc hosp,quantile,0.75,266,COVID-19
DE-BB,00+,2024-01-18,2023-12-31,-18 day ahead inc hosp,quantile,0.75,268,COVID-19
DE-BB,00+,2024-01-18,2023-12-30,-19 day ahead inc hosp,quantile,0.75,270,COVID-19
DE-BB,00+,2024-01-18,2023-12-29,-20 day ahead inc hosp,quantile,0.75,283.8,COVID-19
DE-BB,00+,2024-01-18,2023-12-28,-21 day ahead inc hosp,quantile,0.75,311.6,COVID-19
DE-BB,00+,2024-01-18,2023-12-27,-22 day ahead inc hosp,quantile,0.75,262.1,COVID-19
DE-BB,00+,2024-01-18,2023-12-26,-23 day ahead inc hosp,quantile,0.75,388.7,COVID-19
DE-BB,00+,2024-01-18,2023-12-25,-24 day ahead inc hosp,quantile,0.75,567.7,COVID-19
DE-BB,00+,2024-01-18,2023-12-24,-25 day ahead inc hosp,quantile,0.75,573.7,COVID-19
DE-BB,00+,2024-01-18,2023-12-23,-26 day ahead inc hosp,quantile,0.75,577.5,COVID-19
DE-BB,00+,2024-01-18,2023-12-22,-27 day ahead inc hosp,quantile,0.75,606.7,COVID-19
DE-BB,00+,2024-01-18,2023-12-21,-28 day ahead inc hosp,quantile,0.75,658.9,COVID-19
DE-BB,00+,2024-01-18,2024-01-18,0 day ahead inc hosp,quantile,0.9,100.241428571429,COVID-19
DE-BB,00+,2024-01-18,2024-01-17,-1 day ahead inc hosp,quantile,0.9,100.372548002076,COVID-19
DE-BB,00+,2024-01-18,2024-01-16,-2 day ahead inc hosp,quantile,0.9,107.259209638988,COVID-19
DE-BB,00+,2024-01-18,2024-01-15,-3 day ahead inc hosp,quantile,0.9,123.332867132867,COVID-19
DE-BB,00+,2024-01-18,2024-01-14,-4 day ahead inc hosp,quantile,0.9,117.655555555556,COVID-19
DE-BB,00+,2024-01-18,2024-01-13,-5 day ahead inc hosp,quantile,0.9,117.537058823529,COVID-19
DE-BB,00+,2024-01-18,2024-01-12,-6 day ahead inc hosp,quantile,0.9,138.090744101633,COVID-19
DE-BB,00+,2024-01-18,2024-01-11,-7 day ahead inc hosp,quantile,0.9,150.854035087719,COVID-19
DE-BB,00+,2024-01-18,2024-01-10,-8 day ahead inc hosp,quantile,0.9,181.6,COVID-19
DE-BB,00+,2024-01-18,2024-01-09,-9 day ahead inc hosp,quantile,0.9,279.839393939394,COVID-19
DE-BB,00+,2024-01-18,2024-01-08,-10 day ahead inc hosp,quantile,0.9,241.2,COVID-19
DE-BB,00+,2024-01-18,2024-01-07,-11 day ahead inc hosp,quantile,0.9,241.2,COVID-19
DE-BB,00+,2024-01-18,2024-01-06,-12 day ahead inc hosp,quantile,0.9,243,COVID-19
DE-BB,00+,2024-01-18,2024-01-05,-13 day ahead inc hosp,quantile,0.9,251.7,COVID-19
DE-BB,00+,2024-01-18,2024-01-04,-14 day ahead inc hosp,quantile,0.9,268.657894736842,COVID-19
DE-BB,00+,2024-01-18,2024-01-03,-15 day ahead inc hosp,quantile,0.9,369.597101449275,COVID-19
DE-BB,00+,2024-01-18,2024-01-02,-16 day ahead inc hosp,quantile,0.9,246.940404040404,COVID-19
DE-BB,00+,2024-01-18,2024-01-01,-17 day ahead inc hosp,quantile,0.9,269.716,COVID-19
DE-BB,00+,2024-01-18,2023-12-31,-18 day ahead inc hosp,quantile,0.9,275.8,COVID-19
DE-BB,00+,2024-01-18,2023-12-30,-19 day ahead inc hosp,quantile,0.9,277.8,COVID-19
DE-BB,00+,2024-01-18,2023-12-29,-20 day ahead inc hosp,quantile,0.9,288,COVID-19
DE-BB,00+,2024-01-18,2023-12-28,-21 day ahead inc hosp,quantile,0.9,313.457777777778,COVID-19
DE-BB,00+,2024-01-18,2023-12-27,-22 day ahead inc hosp,quantile,0.9,263.746666666667,COVID-19
DE-BB,00+,2024-01-18,2023-12-26,-23 day ahead inc hosp,quantile,0.9,391.28,COVID-19
DE-BB,00+,2024-01-18,2023-12-25,-24 day ahead inc hosp,quantile,0.9,571.7,COVID-19
DE-BB,00+,2024-01-18,2023-12-24,-25 day ahead inc hosp,quantile,0.9,577.7,COVID-19
DE-BB,00+,2024-01-18,2023-12-23,-26 day ahead inc hosp,quantile,0.9,588.5,COVID-19
DE-BB,00+,2024-01-18,2023-12-22,-27 day ahead inc hosp,quantile,0.9,610.7,COVID-19
DE-BB,00+,2024-01-18,2023-12-21,-28 day ahead inc hosp,quantile,0.9,664.9,COVID-19
DE-BB,00+,2024-01-18,2024-01-18,0 day ahead inc hosp,quantile,0.975,107.015151415944,COVID-19
DE-BB,00+,2024-01-18,2024-01-17,-1 day ahead inc hosp,quantile,0.975,107.1,COVID-19
DE-BB,00+,2024-01-18,2024-01-16,-2 day ahead inc hosp,quantile,0.975,110.644566130963,COVID-19
DE-BB,00+,2024-01-18,2024-01-15,-3 day ahead inc hosp,quantile,0.975,124.9,COVID-19
DE-BB,00+,2024-01-18,2024-01-14,-4 day ahead inc hosp,quantile,0.975,122.2,COVID-19
DE-BB,00+,2024-01-18,2024-01-13,-5 day ahead inc hosp,quantile,0.975,118.679012345679,COVID-19
DE-BB,00+,2024-01-18,2024-01-12,-6 day ahead inc hosp,quantile,0.975,139.464935064935,COVID-19
DE-BB,00+,2024-01-18,2024-01-11,-7 day ahead inc hosp,quantile,0.975,155.3,COVID-19
DE-BB,00+,2024-01-18,2024-01-10,-8 day ahead inc hosp,quantile,0.975,187.6,COVID-19
DE-BB,00+,2024-01-18,2024-01-09,-9 day ahead inc hosp,quantile,0.975,281.1,COVID-19
DE-BB,00+,2024-01-18,2024-01-08,-10 day ahead inc hosp,quantile,0.975,245.2,COVID-19
DE-BB,00+,2024-01-18,2024-01-07,-11 day ahead inc hosp,quantile,0.975,243.299378881988,COVID-19
DE-BB,00+,2024-01-18,2024-01-06,-12 day ahead inc hosp,quantile,0.975,245.494758909853,COVID-19
DE-BB,00+,2024-01-18,2024-01-05,-13 day ahead inc hosp,quantile,0.975,254.220086083214,COVID-19
DE-BB,00+,2024-01-18,2024-01-04,-14 day ahead inc hosp,quantile,0.975,267.351501668521,COVID-19
DE-BB,00+,2024-01-18,2024-01-03,-15 day ahead inc hosp,quantile,0.975,369,COVID-19
DE-BB,00+,2024-01-18,2024-01-02,-16 day ahead inc hosp,quantile,0.975,247,COVID-19
DE-BB,00+,2024-01-18,2024-01-01,-17 day ahead inc hosp,quantile,0.975,271,COVID-19
DE-BB,00+,2024-01-18,2023-12-31,-18 day ahead inc hosp,quantile,0.975,273,COVID-19
DE-BB,00+,2024-01-18,2023-12-30,-19 day ahead inc hosp,quantile,0.975,275,COVID-19
DE-BB,00+,2024-01-18,2023-12-29,-20 day ahead inc hosp,quantile,0.975,298.2,COVID-19
DE-BB,00+,2024-01-18,2023-12-28,-21 day ahead inc hosp,quantile,0.975,326.4,COVID-19
DE-BB,00+,2024-01-18,2023-12-27,-22 day ahead inc hosp,quantile,0.975,275.9,COVID-19
DE-BB,00+,2024-01-18,2023-12-26,-23 day ahead inc hosp,quantile,0.975,390.487755102041,COVID-19
DE-BB,00+,2024-01-18,2023-12-25,-24 day ahead inc hosp,quantile,0.975,577.7,COVID-19
DE-BB,00+,2024-01-18,2023-12-24,-25 day ahead inc hosp,quantile,0.975,583.7,COVID-19
DE-BB,00+,2024-01-18,2023-12-23,-26 day ahead inc hosp,quantile,0.975,594.5,COVID-19
DE-BB,00+,2024-01-18,2023-12-22,-27 day ahead inc hosp,quantile,0.975,618.7,COVID-19
DE-BB,00+,2024-01-18,2023-12-21,-28 day ahead inc hosp,quantile,0.975,672.9,COVID-19
DE-BE,00+,2024-01-18,2024-01-18,0 day ahead inc hosp,mean,NA,94,COVID-19
DE-BE,00+,2024-01-18,2024-01-17,-1 day ahead inc hosp,mean,NA,108.1,COVID-19
DE-BE,00+,2024-01-18,2024-01-16,-2 day ahead inc hosp,mean,NA,118.2,COVID-19
DE-BE,00+,2024-01-18,2024-01-15,-3 day ahead inc hosp,mean,NA,127.3,COVID-19
DE-BE,00+,2024-01-18,2024-01-14,-4 day ahead inc hosp,mean,NA,125.4,COVID-19
DE-BE,00+,2024-01-18,2024-01-13,-5 day ahead inc hosp,mean,NA,125.4,COVID-19
DE-BE,00+,2024-01-18,2024-01-12,-6 day ahead inc hosp,mean,NA,134.9,COVID-19
DE-BE,00+,2024-01-18,2024-01-11,-7 day ahead inc hosp,mean,NA,131,COVID-19
DE-BE,00+,2024-01-18,2024-01-10,-8 day ahead inc hosp,mean,NA,159.9,COVID-19
DE-BE,00+,2024-01-18,2024-01-09,-9 day ahead inc hosp,mean,NA,238.5,COVID-19
DE-BE,00+,2024-01-18,2024-01-08,-10 day ahead inc hosp,mean,NA,204.8,COVID-19
DE-BE,00+,2024-01-18,2024-01-07,-11 day ahead inc hosp,mean,NA,204.8,COVID-19
DE-BE,00+,2024-01-18,2024-01-06,-12 day ahead inc hosp,mean,NA,204.8,COVID-19
DE-BE,00+,2024-01-18,2024-01-05,-13 day ahead inc hosp,mean,NA,230.7,COVID-19
DE-BE,00+,2024-01-18,2024-01-04,-14 day ahead inc hosp,mean,NA,276,COVID-19
DE-BE,00+,2024-01-18,2024-01-03,-15 day ahead inc hosp,mean,NA,420.4,COVID-19
DE-BE,00+,2024-01-18,2024-01-02,-16 day ahead inc hosp,mean,NA,317.9,COVID-19
DE-BE,00+,2024-01-18,2024-01-01,-17 day ahead inc hosp,mean,NA,317.9,COVID-19
DE-BE,00+,2024-01-18,2023-12-31,-18 day ahead inc hosp,mean,NA,317.9,COVID-19
DE-BE,00+,2024-01-18,2023-12-30,-19 day ahead inc hosp,mean,NA,319,COVID-19
DE-BE,00+,2024-01-18,2023-12-29,-20 day ahead inc hosp,mean,NA,338.7,COVID-19
DE-BE,00+,2024-01-18,2023-12-28,-21 day ahead inc hosp,mean,NA,335.3,COVID-19
DE-BE,00+,2024-01-18,2023-12-27,-22 day ahead inc hosp,mean,NA,220.2,COVID-19
DE-BE,00+,2024-01-18,2023-12-26,-23 day ahead inc hosp,mean,NA,359.4,COVID-19
DE-BE,00+,2024-01-18,2023-12-25,-24 day ahead inc hosp,mean,NA,564.8,COVID-19
DE-BE,00+,2024-01-18,2023-12-24,-25 day ahead inc hosp,mean,NA,564.8,COVID-19
DE-BE,00+,2024-01-18,2023-12-23,-26 day ahead inc hosp,mean,NA,563.6,COVID-19
